,ID,name,UniProt,Gene Name
477,FBpp0089159,sgg-PJ,A4V3W1,sgg
478,FBpp0089160,sgg-PG,B6IDN4,sgg
479,FBpp0089161,sgg-PK,Q7KVY5,sgg
480,FBpp0070449,sgg-PB,P18431,sgg
481,FBpp0070450,sgg-PA,A4V3W1,sgg
482,FBpp0070451,sgg-PE,P18431,sgg
483,FBpp0070452,sgg-PF,P18431,sgg
484,FBpp0070453,sgg-PC,P18431,sgg
485,FBpp0111741,sgg-PM,A8JUV9,sgg
486,FBpp0291178,sgg-PN,Q7KVY5,sgg
487,FBpp0291395,sgg-PO,C0PUX5,sgg
488,FBpp0304139,sgg-PP,M9PGC4,sgg
489,FBpp0304140,sgg-PQ,M9PGV7,sgg
490,FBpp0304141,sgg-PR,Q0KHW6,sgg
491,FBpp0428456,sgg-PS,,sgg
492,FBpp0428457,sgg-PT,,sgg
493,FBpp0070455,per-PA,M9PGJ3,per
494,FBpp0304590,per-PB,M9PGJ3,per
495,FBpp0070456,Lint-O-PA,Q9W4W7,Lint
496,FBpp0311753,Lint-O-PB,Q9W4W7,Lint
497,FBpp0070457,eIF2Bbeta-PA,O76863,eIF2Bbeta
498,FBpp0070458,CG2681-PA,Q9W4W4,CG2681
499,FBpp0070459,CG2694-PA,Q8IRV6,CG2694
500,FBpp0070460,CG2694-PB,Q9W4W3,CG2694
501,FBpp0302769,CG2694-PD,A4V3W7,CG2694
502,FBpp0070462,fs(1)Yb-PA,Q9W4W2,fs(1)Yb
503,FBpp0070463,fs(1)Ya-PA,P25028,fs(1)Ya
504,FBpp0070465,dwg-PA,Q9W4V9,dwg
505,FBpp0070466,CG2712-PA,Q960Q9,CG2712
506,FBpp0070467,CG12498-PA,Q9V3X3,CG12498
507,FBpp0070468,w-PA,P10090,w
508,FBpp0070469,CG32795-PA,Q9U1M2,CG32795
509,FBpp0070470,CG32795-PB,Q9U1M2,CG32795
510,FBpp0089092,CG32795-PC,Q9U1M2,CG32795
511,FBpp0301615,CG32795-PD,Q9U1M2,CG32795
512,FBpp0311478,CG32795-PE,Q9U1M2,CG32795
513,FBpp0070471,Syx4-PA,Q7KVY7,Syx4
514,FBpp0304772,Syx4-PB,M9PIV2,Syx4
515,FBpp0070472,crm-PB,O76906,crm
516,FBpp0070473,crm-PA,O76906,crm
517,FBpp0070475,CG2701-PA,O76912,CG2701
518,FBpp0070476,CG2685-PA,O76861,CG2685
519,FBpp0271787,CG2680-PB,Q9W4W5,CG2680
520,FBpp0070478,Ugalt-PA,Q9W4W6,Ugalt
521,FBpp0271784,Ugalt-PB,O76865,Ugalt
522,FBpp0311754,Ugalt-PC,Q9W4W6,Ugalt
523,FBpp0070479,Spg7-PA,Q9W4W8,Spg7
524,FBpp0311759,Spg7-PC,Q9W4W8,Spg7
525,FBpp0070480,dyw-PA,O76879,dyw
526,FBpp0070481,CG2652-PA,Q9W4X1,CG2652
527,FBpp0070482,HLH3B-PA,Q9W4X2,HLH3B
528,FBpp0070483,N-PA,P07207,N
529,FBpp0293201,N-PB,P07207,N
530,FBpp0070484,CG3939-PA,Q9U1K7,CG3939
531,FBpp0310197,CG3939-PB,Q9U1K7,CG3939
532,FBpp0070493,dnc-PA,,dnc
533,FBpp0070494,dnc-PE,M9PDN2,dnc
534,FBpp0070495,dnc-PN,Q9W4S9,dnc
535,FBpp0070496,dnc-PG,,dnc
536,FBpp0070497,dnc-PF,Q8IRU4,dnc
537,FBpp0070498,dnc-PL,,dnc
538,FBpp0070485,dnc-PB,Q9W4T4,dnc
539,FBpp0070487,dnc-PI,P12252,dnc
540,FBpp0070488,dnc-PC,,dnc
541,FBpp0070489,dnc-PJ,P12252,dnc
542,FBpp0070491,dnc-PD,,dnc
543,FBpp0305504,dnc-PP,M9PDN2,dnc
544,FBpp0305505,dnc-PQ,,dnc
545,FBpp0305506,dnc-PR,,dnc
546,FBpp0305507,dnc-PS,Q9W4T4,dnc
547,FBpp0305508,dnc-PT,,dnc
548,FBpp0305509,dnc-PU,,dnc
549,FBpp0070499,ng1-PA,P23938,ng1
550,FBpp0312344,Sgs4-PC,Q00725,Sgs4
551,FBpp0070502,CG10801-PA,Q9W4S3,CG10801
552,FBpp0303996,CG10801-PB,M9PIY5,CG10801
553,FBpp0070503,CG12206-PA,Q9W4S1,CG12206
554,FBpp0070504,CG12206-PB,Q9W4S1,CG12206
555,FBpp0070505,CG12206-PC,Q9W4S1,CG12206
556,FBpp0070506,CG16781-PA,Q9W4S2,CG16781
557,FBpp0302614,CG16781-PB,M9PDP1,CG16781
558,FBpp0070507,CG16782-PA,Q9W4S4,CG16782
559,FBpp0070508,CG14269-PA,Q9W4S5,CG14269
560,FBpp0304584,CG14269-PB,Q9W4S5,CG14269
561,FBpp0070509,CG12535-PB,Q8IRU2,CG12535
562,FBpp0310505,CG12535-PF,Q8IRU2,CG12535
563,FBpp0304581,CG12535-PC,Q8IRU2,CG12535
564,FBpp0304582,CG12535-PD,Q8IRU2,CG12535
565,FBpp0304583,CG12535-PE,Q8IRU2,CG12535
566,FBpp0070512,Pig1-PB,P26023,Pig1
567,FBpp0070513,ng4-PA,P40141,ng4
568,FBpp0070514,ng3-PB,P40140,ng3
569,FBpp0070515,ng2-PA,P40139,ng2
570,FBpp0070516,CG14265-PB,Q9V401,CG14265
571,FBpp0070517,Fcp3C-PA,P11450,Fcp3C
572,FBpp0070518,CG18508-PA,O97172,CG18508
573,FBpp0311752,CG18508-PB,O97172,CG18508
574,FBpp0070521,CG3526-PA,Q9W4V2,CG3526
575,FBpp0112237,CG3526-PC,Q8IRV4,CG3526
576,FBpp0070525,CG32793-PA,Q9W4V0,CG32793
577,FBpp0070526,CG3592-PA,Q9W4U9,CG3592
578,FBpp0070527,CG3598-PA,Q9W4U8,CG3598
579,FBpp0070528,CG14420-PA,Q9W4U7,CG14420
580,FBpp0070529,CG14421-PA,Q9W4U6,CG14421
581,FBpp0070530,CG14422-PA,Q9W4U5,CG14422
582,FBpp0070531,CG14423-PA,Q9W4U4,CG14423
583,FBpp0070532,CG17959-PA,Q9W4U3,CG17959
584,FBpp0070533,CG3603-PA,Q9W4U2,CG3603
585,FBpp0304769,CG3603-PB,Q9W4U2,CG3603
586,FBpp0070534,kirre-PB,Q9W4T9,kirre
587,FBpp0070535,kirre-PA,Q9W4T9,kirre
588,FBpp0301278,kirre-PC,Q9W4T9,kirre
589,FBpp0301279,kirre-PD,Q9W4T9,kirre
590,FBpp0301280,kirre-PE,Q9W4T9,kirre
591,FBpp0301281,kirre-PF,Q9W4T9,kirre
592,FBpp0304768,kirre-PG,Q9W4T9,kirre
593,FBpp0070536,CG4116-PA,Q9W4U0,CG4116
594,FBpp0304770,CG4116-PB,M9PIW5,CG4116
595,FBpp0070537,rst-PA,Q08180,rst
596,FBpp0310320,rst-PB,Q08180,rst
597,FBpp0070538,CG14424-PA,O76870,CG14424
598,FBpp0070539,CG14419-PA,Q9W4V3,CG14419
599,FBpp0070540,CG14418-PA,Q9W4V4,CG14418
600,FBpp0304771,CG14418-PB,M9PGC8,CG14418
601,FBpp0070541,CG14417-PA,Q9V404,CG14417
602,FBpp0070542,CG14416-PA,Q9V459,CG14416
603,FBpp0070543,CG10802-PA,Q9W4R9,CG10802
604,FBpp0303999,CG10802-PB,M9PGD7,CG10802
605,FBpp0070544,CG10803-PA,Q9W4R7,CG10803
606,FBpp0304000,CG10803-PB,M9PGK9,CG10803
607,FBpp0304001,CG10803-PC,M9PGK9,CG10803
608,FBpp0304002,CG10803-PD,M9PGK9,CG10803
609,FBpp0304564,CG10803-PE,M9PDP5,CG10803
610,FBpp0070545,CG13021-PA,Q9W4R4,CG13021
611,FBpp0070546,CG13021-PB,Q9W4R4,CG13021
612,FBpp0298008,ppk8-PG,B7Z123,ppk8
613,FBpp0298009,ppk8-PH,Q0KHW3,ppk8
614,FBpp0070552,Ilp7-PA,Q9W4Q9,Ilp7
615,FBpp0070553,Mnt-PC,Q8SY46,Mnt
616,FBpp0070554,Mnt-PA,Q8SY46,Mnt
617,FBpp0298278,Mnt-PI,M9NGP0,Mnt
618,FBpp0298279,Mnt-PJ,M9NDN0,Mnt
619,FBpp0291035,Mnt-PD,Q9W4Q7,Mnt
620,FBpp0291036,Mnt-PE,Q8SY46,Mnt
621,FBpp0291037,Mnt-PF,E1JJE8,Mnt
622,FBpp0291038,Mnt-PG,E1JJD1,Mnt
623,FBpp0291039,Mnt-PH,Q9W4Q7,Mnt
624,FBpp0310175,Mnt-PK,X2JDM5,Mnt
625,FBpp0070557,Rala-PB,Q962I2,Rala
626,FBpp0070558,Rala-PA,P48555,Rala
627,FBpp0070559,Rala-PC,P48555,Rala
628,FBpp0298280,Parg-PB,O46043,Parg
629,FBpp0298281,Parg-PC,O46043,Parg
630,FBpp0070561,CG2875-PA,Q9W4R1,CG2875
631,FBpp0070562,CG2875-PB,Q9W4R2,CG2875
632,FBpp0305927,CG2875-PC,Q9W4R2,CG2875
633,FBpp0070563,DIP-alpha-PA,Q9W4R3,DIP
634,FBpp0305928,DIP-alpha-PB,M9PGE1,DIP
635,FBpp0305929,DIP-alpha-PC,Q9W4R3,DIP
636,FBpp0070564,Gas8-PB,Q8MT08,Gas8
637,FBpp0310144,Gas8-PC,X2JCG2,Gas8
638,FBpp0311223,Gas8-PD,Q8MT08,Gas8
639,FBpp0070565,CG14270-PA,Q9W4R8,CG14270
640,FBpp0070566,CG10804-PA,Q8IRU1,CG10804
641,FBpp0070567,CG10804-PB,Q9W4S0,CG10804
642,FBpp0112979,CG10804-PC,B7Z122,CG10804
643,FBpp0310504,CG10804-PD,Q9W4S0,CG10804
644,FBpp0070581,CG2930-PD,Q8IRT1,CG2930
645,FBpp0070582,CG2930-PA,Q9W4P6,CG2930
646,FBpp0070583,CG2930-PB,Q9W4P6,CG2930
647,FBpp0309176,CG2930-PE,X2JCG8,CG2930
648,FBpp0309177,CG2930-PF,Q9W4P6,CG2930
649,FBpp0070585,CG15239-PA,Q9W4P4,CG15239
650,FBpp0070586,Glos-PA,Q9W4N9,Glos
651,FBpp0311755,Glos-PB,Q9W4N9,Glos
652,FBpp0311141,Gem4b-PB,Q8IRT0,Gem4b
653,FBpp0311142,Gem4c-PB,Q8IRS9,Gem4c
654,FBpp0070589,Vap33-PB,Q9W4N8,Vap33
655,FBpp0089169,Vap33-PA,Q7KVX5,Vap33
656,FBpp0089170,Vap33-PC,Q9W4N8,Vap33
657,FBpp0309607,Vap33-PE,Q9W4N8,Vap33
658,FBpp0070594,CG6414-PA,Q9W4N5,CG6414
659,FBpp0401489,CG6414-PB,Q9W4N5,CG6414
660,FBpp0070595,CG6428-PA,Q9W4N6,CG6428
661,FBpp0070596,lva-PC,Q8MSS1,lva
662,FBpp0309608,lva-PD,Q8MSS1,lva
663,FBpp0070597,CG2938-PB,Q9W4P0,CG2938
664,FBpp0304661,CG2938-PC,Q9W4P0,CG2938
665,FBpp0311756,CG2938-PD,Q9W4P0,CG2938
666,FBpp0312488,CG15375-PB,Q9W4N1,CG15375
667,FBpp0070606,brn-PA,Q24157,brn
668,FBpp0070608,cib-PC,Q8IRS7,cib
669,FBpp0070607,cib-PA,O97428,cib
670,FBpp0070609,cib-PB,O97428,cib
671,FBpp0298035,cib-PD,O97428,cib
672,FBpp0310070,cib-PE,O97428,cib
673,FBpp0070610,dgt4-PA,Q9W4M8,dgt4
674,FBpp0305385,dgt4-PB,Q9W4M8,dgt4
675,FBpp0305386,dgt4-PC,Q9W4M8,dgt4
676,FBpp0070611,tyf-PB,Q9W4M7,tyf
677,FBpp0290153,tyf-PC,Q9W4M7,tyf
678,FBpp0290346,tyf-PF,E1JJD6,tyf
679,FBpp0293709,tyf-PG,E1JJD6,tyf
680,FBpp0293710,tyf-PH,E1JJD6,tyf
681,FBpp0293711,tyf-PI,Q9W4M7,tyf
682,FBpp0293712,tyf-PJ,Q9W4M7,tyf
683,FBpp0293713,tyf-PK,E1JJD6,tyf
684,FBpp0293714,tyf-PL,E1JJD6,tyf
685,FBpp0293715,tyf-PM,E1JJD6,tyf
686,FBpp0311757,tyf-PN,Q9W4M7,tyf
687,FBpp0070612,GlcAT-I-PA,O97422,GlcAT
688,FBpp0070613,CG15570-PA,Q9W4M4,CG15570
689,FBpp0070614,CG12691-PA,Q9W4L9,CG12691
690,FBpp0070615,CG15572-PA,Q9W4L8,CG15572
691,FBpp0070620,CG3626-PA,Q9W4K8,CG3626
692,FBpp0070622,CG12693-PB,Q9W4L0,CG12693
693,FBpp0070623,mRpL33-PA,Q9W4L1,mRpL33
694,FBpp0070624,mei-9-PA,Q24087,mei
695,FBpp0310174,mei-9-PB,Q24087,mei
696,FBpp0070625,CG15579-PA,Q9W4L4,CG15579
697,FBpp0311751,CG15579-PB,Q9W4L4,CG15579
698,FBpp0070626,CG12692-PB,Q9W4L5,CG12692
699,FBpp0311749,CG12692-PC,Q9W4L5,CG12692
700,FBpp0070627,CG15578-PA,Q9W4L6,CG15578
701,FBpp0070628,CG15577-PA,Q9W4L7,CG15577
702,FBpp0070629,CG15576-PB,Q9W4M0,CG15576
703,FBpp0297893,Muc4B-PB,Q9W4M2,Muc4B
704,FBpp0310173,Muc4B-PC,Q9W4M2,Muc4B
705,FBpp0070631,Femcoat-PB,Q9W4M3,Femcoat
706,FBpp0070632,CG15571-PA,Q9W4M5,CG15571
707,FBpp0070633,Fas2-PA,P34082,Fas2
708,FBpp0070634,Fas2-PB,,Fas2
709,FBpp0070635,Fas2-PC,,Fas2
710,FBpp0307830,Fas2-PD,M9PJ19,Fas2
711,FBpp0307832,Fas2-PF,M9PGF6,Fas2
712,FBpp0310127,Fas2-PG,X2JAF4,Fas2
713,FBpp0310128,Fas2-PH,X2JCI0,Fas2
714,FBpp0070636,Tip60-PA,Q960X4,Tip60
715,FBpp0305387,Tip60-PB,M9PH08,Tip60
716,FBpp0305388,Tip60-PC,Q960X4,Tip60
717,FBpp0070637,Nsun2-PA,Q9W4M9,Nsun2
718,FBpp0070638,Xpac-PA,P28518,Xpac
719,FBpp0070639,Cmtr1-PA,Q9W4N2,Cmtr1
720,FBpp0309962,Cmtr1-PB,Q9W4N2,Cmtr1
721,FBpp0070640,bi-PA,E1JJD8,bi
722,FBpp0303589,bi-PF,M9PH16,bi
723,FBpp0289835,bi-PB,E1JJD8,bi
724,FBpp0289836,bi-PC,E1JJD8,bi
725,FBpp0310169,bi-PG,X2JI97,bi
726,FBpp0301040,bi-PD,M9NE80,bi
727,FBpp0301041,bi-PE,M9NEV8,bi
728,FBpp0070642,CG3556-PA,Q9W4K2,CG3556
729,FBpp0301042,CG3556-PB,Q9W4K2,CG3556
730,FBpp0070643,CHOp24-PA,Q9W4K0,CHOp24
731,FBpp0310166,CHOp24-PB,Q9W4K0,CHOp24
732,FBpp0070644,CG3568-PA,Q9W4J9,CG3568
733,FBpp0070645,CG15912-PA,Q9W4J7,CG15912
734,FBpp0070646,CG3527-PA,Q9W4J5,CG3527
735,FBpp0070647,CG3546-PA,Q9W4J3,CG3546
736,FBpp0070653,Pp2C1-PA,Q9W4H8,Pp2C1
737,FBpp0310135,Pp2C1-PB,Q9W4H8,Pp2C1
738,FBpp0070666,CG11444-PA,Q9W4J4,CG11444
739,FBpp0310167,CG11444-PB,Q9W4J4,CG11444
740,FBpp0070667,CG11436-PA,Q9W4J6,CG11436
741,FBpp0070669,Usf-PB,Q9W4J8,Usf
742,FBpp0301043,Usf-PC,Q9W4J8,Usf
743,FBpp0070670,rb-PA,Q9W4K1,rb
744,FBpp0310168,rb-PD,Q9W4K1,rb
745,FBpp0304569,rb-PC,Q9W4K1,rb
746,FBpp0070672,ctp-PB,Q24117,ctp
747,FBpp0070674,ctp-PA,Q24117,ctp
748,FBpp0070675,ctp-PC,Q24117,ctp
749,FBpp0297908,ctp-PE,Q24117,ctp
750,FBpp0423173,ctp-PF,,ctp
751,FBpp0070679,Pdha-PC,Q7KVX1,Pdha
752,FBpp0070676,Pdha-PA,Q9W4H6,Pdha
753,FBpp0070677,Pdha-PD,Q9W4H6,Pdha
754,FBpp0070678,Pdha-PB,Q7YU05,Pdha
755,FBpp0070680,CG7024-PA,Q9W4H4,CG7024
756,FBpp0070683,CG6978-PA,Q9W4G7,CG6978
757,FBpp0070684,CG12682-PA,Q9W4G5,CG12682
758,FBpp0070685,boil-PA,Q9W4G4,boil
759,FBpp0070689,CG6927-PA,Q9W4G1,CG6927
760,FBpp0290219,CG32772-PC,Q9W4F9,CG32772
761,FBpp0309724,CG32772-PD,X2JIB5,CG32772
762,FBpp0309725,CG32772-PE,Q9W4F9,CG32772
763,FBpp0310137,CG32772-PF,X2JIB5,CG32772
764,FBpp0070691,Hgsnat-PA,Q9W4F7,Hgsnat
765,FBpp0310139,Hgsnat-PB,Q9W4F7,Hgsnat
766,FBpp0070692,Ptp4E-PA,Q9W4F5,Ptp4E
767,FBpp0070693,Ptp4E-PB,Q8IRS0,Ptp4E
768,FBpp0291007,Ptp4E-PC,Q9W4F5,Ptp4E
769,FBpp0291008,Ptp4E-PD,Q9W4F5,Ptp4E
770,FBpp0291010,Ptp4E-PF,Q9W4F5,Ptp4E
771,FBpp0310132,Ptp4E-PG,E1JJE4,Ptp4E
772,FBpp0310133,Ptp4E-PH,X2JCK2,Ptp4E
773,FBpp0289295,CG12680-PB,Q9W4F3,CG12680
774,FBpp0310134,CG12680-PC,Q9W4F3,CG12680
775,FBpp0428112,CG15468-PB,,CG15468
776,FBpp0070699,CG2861-PA,Q9W4G6,CG2861
777,FBpp0304591,CG2861-PD,M9PJ39,CG2861
778,FBpp0304592,CG2861-PE,M9PDT1,CG2861
779,FBpp0428404,CG2861-PF,,CG2861
780,FBpp0428405,CG2861-PG,,CG2861
781,FBpp0428406,CG2861-PH,,CG2861
782,FBpp0288876,CG15471-PB,Q9W4G8,CG15471
783,FBpp0288877,CG15471-PC,Q9W4G8,CG15471
784,FBpp0070702,CG2871-PA,Q9W4G9,CG2871
785,FBpp0070703,Klf15-PA,Q0IGQ2,Klf15
786,FBpp0070704,CG15472-PA,Q9W4H1,CG15472
787,FBpp0070709,Rpn13R-PA,Q9W4E6,Rpn13R
788,FBpp0070710,CG15465-PA,Q9W4E5,CG15465
789,FBpp0311010,CG15465-PB,Q9W4E5,CG15465
790,FBpp0070716,snf-PA,P43332,snf
791,FBpp0070717,dhd-PA,P47938,dhd
792,FBpp0311766,dhd-PB,P47938,dhd
793,FBpp0070718,CG4198-PA,Q9W4D4,CG4198
794,FBpp0309416,CG4198-PB,X2JE64,CG4198
795,FBpp0070719,Sas10-PA,Q9I7W5,Sas10
796,FBpp0089396,Rnp4F-PB,Q9W4D2,Rnp4F
797,FBpp0070720,Rnp4F-PA,Q9W4D2,Rnp4F
798,FBpp0111789,Rnp4F-PD,Q9W4D2,Rnp4F
799,FBpp0309418,Rnp4F-PF,Q9W4D2,Rnp4F
800,FBpp0291095,CG15930-PB,Q9W4D3,CG15930
801,FBpp0070722,TrxT-PA,X2JID2,TrxT
802,FBpp0309419,TrxT-PB,X2JID2,TrxT
803,FBpp0070724,CG17764-PA,Q9W4D8,CG17764
804,FBpp0070725,CG3323-PA,Q9W4E0,CG3323
805,FBpp0070726,CG5062-PA,Q9W4E4,CG5062
806,FBpp0290216,CG32767-PC,Q9W4E8,CG32767
807,FBpp0290217,CG32767-PD,Q9W4E8,CG32767
808,FBpp0291328,CG32767-PE,Q9W4E8,CG32767
809,FBpp0291329,CG32767-PF,Q9W4E8,CG32767
810,FBpp0304145,CG32767-PG,M9PGP7,CG32767
811,FBpp0304146,CG32767-PH,Q9W4E8,CG32767
812,FBpp0070730,XRCC1-PA,Q9Y095,XRCC1
813,FBpp0070731,CanB-PA,P48451,CanB
814,FBpp0300667,CanB-PB,P48451,CanB
815,FBpp0289694,SK-PH,,SK
816,FBpp0303992,SK-PO,M9PDT6,SK
817,FBpp0303993,SK-PP,M9PGG9,SK
818,FBpp0303994,SK-PQ,M9PH41,SK
819,FBpp0291161,SK-PI,,SK
820,FBpp0291162,SK-PJ,,SK
821,FBpp0291163,SK-PK,Q7KVW5,SK
822,FBpp0291164,SK-PL,,SK
823,FBpp0291165,SK-PM,,SK
824,FBpp0291166,SK-PN,,SK
825,FBpp0310908,SK-PR,X2JIE0,SK
826,FBpp0310909,SK-PS,X2JDR8,SK
827,FBpp0310910,SK-PT,X2JE69,SK
828,FBpp0310911,SK-PU,X2JAI8,SK
829,FBpp0070739,Usp16-45-PA,Q9W4C3,Usp16
830,FBpp0070738,Usp16-45-PD,Q9W4C3,Usp16
831,FBpp0070741,Usp16-45-PB,Q9W4C3,Usp16
832,FBpp0309403,Usp16-45-PE,Q9W4C3,Usp16
833,FBpp0309404,Usp16-45-PF,Q9W4C3,Usp16
834,FBpp0070742,CG16756-PA,Q9W4C2,CG16756
835,FBpp0070743,CG15784-PA,Q9W4C1,CG15784
836,FBpp0309402,CG15784-PB,Q9W4C1,CG15784
837,FBpp0070744,SPR-PA,Q8SWR3,SPR
838,FBpp0311140,SPR-PC,Q8SWR3,SPR
839,FBpp0308828,SPR-PB,Q8SWR3,SPR
840,FBpp0428130,SPR-PD,,SPR
841,FBpp0070745,CG4151-PA,Q9W4B7,CG4151
842,FBpp0311777,CG4151-PB,Q9W4B7,CG4151
843,FBpp0070746,CG12730-PA,Q9W4B6,CG12730
844,FBpp0311776,CG12730-PB,Q9W4B6,CG12730
845,FBpp0070748,Pop1-PA,Q7KVW2,Pop1
846,FBpp0070749,Mlc-c-PA,P54357,Mlc
847,FBpp0300803,Mlc-c-PB,M9NEW1,Mlc
848,FBpp0070750,RhoGAP5A-PB,Q961S1,RhoGAP5A
849,FBpp0070751,RhoGAP5A-PA,Q9W4A9,RhoGAP5A
850,FBpp0070757,CG32762-PA,Q8IRR6,CG32762
851,FBpp0311778,CG32762-PB,Q8IRR6,CG32762
852,FBpp0312021,frma-PF,Q9W4B8,frma
853,FBpp0312022,frma-PG,Q9W4B8,frma
854,FBpp0070763,NAAT1-PA,Q9W4C5,NAAT1
855,FBpp0070764,CG3309-PA,Q9W4D1,CG3309
856,FBpp0311143,CG3309-PB,X2JCL3,CG3309
857,FBpp0070765,CG4119-PA,Q9V3Y5,CG4119
858,FBpp0309405,CG4119-PB,Q9V3Y5,CG4119
859,FBpp0070766,RpL35-PB,Q9W499,RpL35
860,FBpp0070767,RpL35-PA,Q9W499,RpL35
861,FBpp0311779,RpL35-PC,Q9W499,RpL35
862,FBpp0070768,Gr5a-PA,Q9W497,Gr5a
863,FBpp0070770,cv-PA,Q9W494,cv
864,FBpp0309406,cv-PB,Q9W494,cv
865,FBpp0309407,cv-PC,Q9W494,cv
866,FBpp0290305,AdamTS-B-PB,Q9W493,AdamTS
867,FBpp0290306,AdamTS-B-PC,Q8MRL5,AdamTS
868,FBpp0070772,CG15773-PA,Q9W487,CG15773
869,FBpp0300796,CG15773-PB,Q4V5L2,CG15773
870,FBpp0070773,Rtel1-PA,Q9W484,Rtel1
871,FBpp0304672,Rtel1-PB,Q9W484,Rtel1
872,FBpp0070774,CG15772-PA,Q9W483,CG15772
873,FBpp0308791,CG15772-PB,Q9W483,CG15772
874,FBpp0070775,CG15771-PA,Q9W481,CG15771
875,FBpp0311780,CG15771-PD,Q9W481,CG15771
876,FBpp0292382,CG15771-PC,Q8IRR4,CG15771
877,FBpp0070779,CG15767-PA,Q9W473,CG15767
878,FBpp0070780,CG12239-PA,Q9W472,CG12239
879,FBpp0070781,Cpr5C-PA,Q9W471,Cpr5C
880,FBpp0070782,Prosbeta2R1-PA,Q9W470,Prosbeta2R1
881,FBpp0070783,CG15765-PA,Q9W468,CG15765
882,FBpp0305154,CG15765-PB,Q9W468,CG15765
883,FBpp0070784,CG12729-PA,Q9W466,CG12729
884,FBpp0070785,CG15764-PA,Q9W465,CG15764
885,FBpp0310140,CG15764-PB,Q9W465,CG15764
886,FBpp0308971,CG16721-PB,Q9W461,CG16721
887,FBpp0070786,CG16721-PA,Q9W461,CG16721
888,FBpp0311473,CG16721-PC,Q9W461,CG16721
889,FBpp0070789,CG4020-PA,Q9W459,CG4020
890,FBpp0305934,CG4020-PB,Q9W459,CG4020
891,FBpp0070790,CG12236-PA,Q9W458,CG12236
892,FBpp0070791,CG12236-PB,Q7YZ93,CG12236
893,FBpp0070792,Shmt-PA,Q9W457,Shmt
894,FBpp0288674,Shmt-PB,B7Z0X1,Shmt
895,FBpp0311477,Shmt-PC,B7Z0X1,Shmt
896,FBpp0070793,Usp30-PA,Q9W462,Usp30
897,FBpp0310141,Usp30-PB,Q9W462,Usp30
898,FBpp0070794,mof-PA,O02193,mof
899,FBpp0070795,GAA1-PA,Q9W464,GAA1
900,FBpp0070797,AgmNAT-PA,Q9W469,AgmNAT
901,FBpp0070798,CG3108-PA,Q9W475,CG3108
902,FBpp0070801,CG3097-PA,Q9W478,CG3097
903,FBpp0070802,MAPk-Ak2-PB,P49071,MAPk
904,FBpp0070804,MAPk-Ak2-PD,P49071,MAPk
905,FBpp0292066,MAPk-Ak2-PE,P49071,MAPk
906,FBpp0300801,MAPk-Ak2-PF,P49071,MAPk
907,FBpp0070805,lin-52-PA,Q9W482,lin
908,FBpp0308792,lin-52-PB,Q9W482,lin
909,FBpp0070806,IntS6-PA,Q9W485,IntS6
910,FBpp0070807,IntS6-PB,Q9W485,IntS6
911,FBpp0304673,IntS6-PC,Q9W485,IntS6
912,FBpp0304674,IntS6-PD,Q9W485,IntS6
913,FBpp0304675,IntS6-PE,Q9W485,IntS6
914,FBpp0070808,Snx27-PA,Q9W486,Snx27
915,FBpp0309512,Snx27-PD,X2JIH1,Snx27
916,FBpp0308608,Snx27-PC,F3YD98,Snx27
917,FBpp0070809,CG33080-PA,Q9W490,CG33080
918,FBpp0070810,CG33080-PB,Q9W492,CG33080
919,FBpp0309736,CG33080-PC,X2JAJ7,CG33080
920,FBpp0309737,CG33080-PD,Q9W492,CG33080
921,FBpp0070811,CG3149-PA,Q9Y123,CG3149
922,FBpp0070812,PGAP1-PA,Q9W495,PGAP1
923,FBpp0070813,Tre1-PA,Q9NDM2,Tre1
924,FBpp0309197,Tre1-PC,X2JIG6,Tre1
925,FBpp0300658,Tre1-PB,Q9NDM2,Tre1
926,FBpp0070814,Rab18-PA,Q9W4A0,Rab18
927,FBpp0070815,Sirt4-PA,,Sirt4
928,FBpp0070816,Sirt4-PB,,Sirt4
929,FBpp0070817,Sirt4-PC,Q8IRR5,Sirt4
930,FBpp0070823,CG3726-PA,Q8SWW7,CG3726
931,FBpp0309797,CG3726-PB,X2JDV1,CG3726
932,FBpp0070824,CG12728-PA,Q9W455,CG12728
933,FBpp0309798,CG12728-PB,Q9W455,CG12728
934,FBpp0070825,CG32756-PA,Q95RH3,CG32756
935,FBpp0309960,CG32756-PB,Q95RH3,CG32756
936,FBpp0070826,CG6041-PA,Q9W454,CG6041
937,FBpp0070827,CG32755-PA,Q8IRR3,CG32755
938,FBpp0070828,CG6048-PA,Q9W453,CG6048
939,FBpp0070829,CG6067-PA,Q9W452,CG6067
940,FBpp0070830,Grip-PA,Q9W450,Grip
941,FBpp0310059,Grip-PB,X2JIJ6,Grip
942,FBpp0310060,Grip-PC,X2JIJ6,Grip
943,FBpp0070831,CG5966-PA,Q9W448,CG5966
944,FBpp0309959,CG5966-PB,X2JDV7,CG5966
945,FBpp0070832,MCTS1-PA,Q9W445,MCTS1
946,FBpp0293887,MCTS1-PB,Q9W445,MCTS1
947,FBpp0293888,CG5937-PC,Q9W444,CG5937
948,FBpp0293889,CG5937-PD,Q9W444,CG5937
949,FBpp0293885,CG5921-PC,Q8IRR2,CG5921
950,FBpp0293886,CG5921-PD,Q9W443,CG5921
951,FBpp0307915,CG5921-PE,M9PJ67,CG5921
